a,a,aed 0.008
central,central,centrale 0.800
central,central,centralism 0.800
central,central,centralization 0.800
central,central,centralized 0.800
central,central,centrally 0.801
central,centrale,centralism 0.800
central,centrale,centralization 0.800
central,centrale,centralized 0.800
central,centrale,centrally 0.800
central,centralism,centralization 0.800
central,centralism,centralized 0.800
central,centralism,centrally 0.800
central,centralization,centralized 0.800
central,centralization,centrally 0.800
central,centralized,centrally 0.813
centrist,centrist,centrists 0.167
centroamericano,centroamericano,centroamericanos 0.500
centromer,centromere,centromeres 0.500
centuri,centuries,century 0.548
centuri,centuries,centurys 0.500
centuri,century,centurys 0.500
centurion,centurion,centurions 0.111
ceo,ceo,ceos 0.018
cephalopod,cephalopod,cephalopods 0.333
ceram,ceram,ceramic 0.500
ceram,ceram,ceramics 0.500
ceram,ceramic,ceramics 0.567
ceratosaur,ceratosaur,ceratosaurs 0.500
cereal,cereal,cereals 0.083
ceremoni,ceremonial,ceremonially 0.760
ceremoni,ceremonial,ceremonies 0.761
ceremoni,ceremonial,ceremoniously 0.750
ceremoni,ceremonial,ceremony 0.756
ceremoni,ceremonially,ceremonies 0.750
ceremoni,ceremonially,ceremoniously 0.750
ceremoni,ceremonially,ceremony 0.750
ceremoni,ceremonies,ceremoniously 0.760
ceremoni,ceremonies,ceremony 0.773
ceremoni,ceremoniously,ceremony 0.750
cerron,cerrone,cerrones 0.500
certain,certain,certaine 0.005
certif,certificate,certificates 0.709
certif,certificate,certification 0.684
certif,certificate,certifications 0.667
certif,certificates,certification 0.682
certif,certificates,certifications 0.667
certif,certification,certifications 0.704
certifi,certified,certifies 0.675
certifi,certified,certify 0.667
certifi,certified,certifying 0.667
certifi,certifies,certify 0.667
certifi,certifies,certifying 0.667
certifi,certify,certifying 0.667
cervic,cervical,cervically 0.077
cesspool,cesspool,cesspools 0.500
cetti,cetti,cettis 0.500
chaga,chaga,chagas 0.500
chain,chain,chaine 0.667
chain,chain,chained 0.667
chain,chain,chains 0.697
chain,chaine,chained 0.667
chain,chaine,chains 0.667
chain,chained,chains 0.667
chair,chair,chaired 0.674
chair,chair,chairing 0.667
chair,chair,chairs 0.674
chair,chaired,chairing 0.667
chair,chaired,chairs 0.682
chair,chairing,chairs 0.667
chairlift,chairlift,chairlifts 0.500
chalakudi,chalakudi,chalakudy 0.250
chaldean,chaldean,chaldeans 0.250
chalk,chalk,chalke 0.750
chalk,chalk,chalked 0.750
chalk,chalk,chalkings 0.771
chalk,chalk,chalks 0.771
chalk,chalke,chalked 0.750
chalk,chalke,chalkings 0.750
chalk,chalke,chalks 0.750
chalk,chalked,chalkings 0.750
chalk,chalked,chalks 0.750
chalk,chalkings,chalks 0.750
challeng,challenge,challenged 0.807
challeng,challenge,challenger 0.810
challeng,challenge,challengers 0.802
challeng,challenge,challenges 0.806
challeng,challenge,challenging 0.808
challeng,challenged,challenger 0.804
challeng,challenged,challengers 0.800
challeng,challenged,challenges 0.805
challeng,challenged,challenging 0.805
challeng,challenger,challengers 0.804
challeng,challenger,challenges 0.800
challeng,challenger,challenging 0.800
challeng,challengers,challenges 0.800
challeng,challengers,challenging 0.800
challeng,challenges,challenging 0.815
chalukya,chalukya,chalukyas 0.400
chamber,chamber,chambered 0.500
chamber,chamber,chambers 0.527
chamber,chambered,chambers 0.500
chamberlain,chamberlain,chamberlains 0.095
champ,champ,champs 0.051
champigneul,champigneul,champigneulle 0.500
champion,champion,championed 0.667
champion,champion,championing 0.667
champion,champion,champions 0.710
champion,championed,championing 0.667
champion,championed,champions 0.667
champion,championing,champions 0.667
championship,championship,championships 0.175
chanc,chance,chances 0.016
chancellor,chancellor,chancellors 0.118
chaney,chaney,chaneys 0.125
chang,chang,change 0.800
chang,chang,changed 0.802
chang,chang,changes 0.804
chang,chang,changing 0.800
chang,chang,changs 0.809
chang,change,changed 0.811
chang,change,changes 0.876
chang,change,changing 0.808
chang,change,changs 0.800
chang,changed,changes 0.839
chang,changed,changing 0.810
chang,changed,changs 0.800
chang,changes,changing 0.816
chang,changes,changs 0.800
chang,changing,changs 0.800
changer,changer,changers 0.250
changzong,changzong,changzongs 0.333
channel,channel,channeled 0.750
channel,channel,channelized 0.752
channel,channel,channelling 0.750
channel,channel,channels 0.784
channel,channeled,channelized 0.750
channel,channeled,channelling 0.750
channel,channeled,channels 0.750
channel,channelized,channelling 0.750
channel,channelized,channels 0.754
channel,channelling,channels 0.750
chanson,chanson,chansons 0.167
chant,chant,chante 0.750
chant,chant,chanted 0.765
chant,chant,chanting 0.761
chant,chant,chants 0.750
chant,chante,chanted 0.750
chant,chante,chanting 0.750
chant,chante,chants 0.750
chant,chanted,chanting 0.750
chant,chanted,chants 0.750
chant,chanting,chants 0.775
chanya,chanya,chanyas 0.500
chao,chao,chaos 0.019
chapbook,chapbook,chapbooks 0.250
chapel,chapel,chapelle 0.667
chapel,chapel,chapelles 0.667
chapel,chapel,chapels 0.685
chapel,chapelle,chapelles 0.685
chapel,chapelle,chapels 0.667
chapel,chapelles,chapels 0.667
chaperon,chaperon,chaperone 0.500
chaperon,chaperon,chaperoned 0.500
chaperon,chaperone,chaperoned 0.500
chaplain,chaplain,chaplains 0.083
chapman,chapman,chapmans 0.100
chapter,chapter,chapters 0.105
charact,character,characters 0.236
character,characterization,characterizations 0.800
character,characterization,characterize 0.800
character,characterization,characterized 0.800
character,characterization,characterizes 0.800
character,characterization,characterizing 0.800
character,characterizations,characterize 0.800
character,characterizations,characterized 0.805
character,characterizations,characterizes 0.800
character,characterizations,characterizing 0.800
character,characterize,characterized 0.805
character,characterize,characterizes 0.800
character,characterize,characterizing 0.800
character,characterized,characterizes 0.805
character,characterized,characterizing 0.805
character,characterizes,characterizing 0.825
characteris,characterisation,characterise 0.667
characteris,characterisation,characterised 0.683
characteris,characterisation,characterising 0.667
characteris,characterise,characterised 0.667
characteris,characterise,characterising 0.667
characteris,characterised,characterising 0.667
characterist,characteristic,characteristically 0.500
characterist,characteristic,characteristics 0.523
characterist,characteristically,characteristics 0.500
charent,charente,charentes 0.143
charg,charge,charged 0.689
charg,charge,charges 0.700
charg,charge,charging 0.673
charg,charged,charges 0.706
charg,charged,charging 0.671
charg,charges,charging 0.675
charger,charger,chargers 0.077
chariot,chariot,chariots 0.167
charismat,charismatic,charismatics 0.083
chariti,charities,charity 0.016
charli,charli,charlie 0.667
charli,charli,charlies 0.667
charli,charli,charly 0.667
charli,charlie,charlies 0.690
charli,charlie,charly 0.667
charli,charlies,charly 0.667
charlott,charlotte,charlottes 0.014
charlton,charlton,charltons 0.043
charm,charm,charme 0.833
charm,charm,charmed 0.833
charm,charm,charmes 0.833
charm,charm,charming 0.833
charm,charm,charmings 0.833
charm,charm,charms 0.841
charm,charme,charmed 0.833
charm,charme,charmes 0.833
charm,charme,charming 0.833
charm,charme,charmings 0.833
charm,charme,charms 0.833
charm,charmed,charmes 0.833
charm,charmed,charming 0.833
charm,charmed,charmings 0.833
charm,charmed,charms 0.833
charm,charmes,charming 0.833
charm,charmes,charmings 0.833
charm,charmes,charms 0.833
charm,charming,charmings 0.847
charm,charming,charms 0.852
charm,charmings,charms 0.833
chart,chart,charted 0.686
chart,chart,charting 0.679
chart,chart,charts 0.744
chart,charted,charting 0.702
chart,charted,charts 0.685
chart,charting,charts 0.678
charter,charter,chartere 0.667
charter,charter,chartered 0.671
charter,charter,charters 0.682
charter,chartere,chartered 0.667
charter,chartere,charters 0.667
charter,chartered,charters 0.679
chase,chase,chased 0.676
chase,chase,chases 0.684
chase,chase,chasing 0.679
chase,chased,chases 0.689
chase,chased,chasing 0.667
chase,chases,chasing 0.680
chaser,chaser,chasers 0.059
chat,chat,chats 0.526
chat,chat,chatting 0.500
chat,chats,chatting 0.500
chaucer,chaucer,chaucers 0.200
chauffeur,chauffeur,chauffeured 0.500
chauffeur,chauffeur,chauffeurs 0.500
chauffeur,chauffeured,chauffeurs 0.500
cheat,cheat,cheated 0.697
cheat,cheat,cheating 0.698
cheat,cheat,cheats 0.667
cheat,cheated,cheating 0.708
cheat,cheated,cheats 0.667
cheat,cheating,cheats 0.685
chechnya,chechnya,chechnyas 0.143
check,check,checked 0.700
check,check,checking 0.691
check,check,checks 0.688
check,checked,checking 0.679
check,checked,checks 0.686
check,checking,checks 0.678
checker,checker,checkered 0.500
checker,checker,checkers 0.500
checker,checkered,checkers 0.500
checklist,checklist,checklists 0.111
checkpoint,checkpoint,checkpoints 0.111
cheek,cheek,cheeked 0.500
cheek,cheek,cheeks 0.500
cheek,cheeked,cheeks 0.571
cheer,cheer,cheered 0.800
cheer,cheer,cheerful 0.800
cheer,cheer,cheerfully 0.800
cheer,cheer,cheering 0.800
cheer,cheer,cheers 0.811
cheer,cheered,cheerful 0.800
cheer,cheered,cheerfully 0.800
cheer,cheered,cheering 0.800
cheer,cheered,cheers 0.800
cheer,cheerful,cheerfully 0.800
cheer,cheerful,cheering 0.800
cheer,cheerful,cheers 0.814
cheer,cheerfully,cheering 0.800
cheer,cheerfully,cheers 0.800
cheer,cheering,cheers 0.800
cheerlead,cheerleader,cheerleaders 0.500
cheerlead,cheerleader,cheerleading 0.500
cheerlead,cheerleaders,cheerleading 0.500
cheetah,cheetah,cheetahs 0.167
chef,chef,chefs 0.143
chelat,chelate,chelating 0.500
chelat,chelate,chelation 0.500
chelat,chelating,chelation 0.667
chellaston,chellaston,chellastons 0.500
chemic,chemical,chemicals 0.068
chemist,chemist,chemists 0.167
cheney,cheney,cheneys 0.111
chera,chera,cheras 0.200
cherish,cherish,cherished 0.500
cherish,cherish,cherishing 0.500
cherish,cherished,cherishing 0.500
chest,chest,cheste 0.500
chest,chest,chests 0.500
chest,cheste,chests 0.500
chew,chew,chewed 0.667
chew,chew,chewing 0.667
chew,chew,chews 0.667
chew,chewed,chewing 0.667
chew,chewed,chews 0.667
chew,chewing,chews 0.667
chian,chian,chians 0.500
chiapa,chiapa,chiapas 0.200
chicago,chicago,chicagos 0.006
chicken,chicken,chickening 0.500
chicken,chicken,chickens 0.500
chicken,chickening,chickens 0.500
chidori,chidori,chidoris 0.500
chief,chief,chiefs 0.059
chieftain,chieftain,chieftains 0.143
chika,chika,chikas 0.333
chikanao,chikanao,chikanaos 0.500
child,child,childs 0.020
childhood,childhood,childhoods 0.016
children,children,childrens 0.078
chile,chile,chiles 0.030
chill,chill,chilled 0.667
chill,chill,chilling 0.667
chill,chill,chills 0.667
chill,chilled,chilling 0.667
chill,chilled,chills 0.667
chill,chilling,chills 0.667
chime,chime,chimes 0.571
chime,chime,chiming 0.500
chime,chimes,chiming 0.500
chimila,chimila,chimilas 0.500
china,china,chinas 0.017
chinatown,chinatown,chinatowns 0.077
chino,chino,chinos 0.143
chinook,chinook,chinooks 0.111
chip,chip,chipped 0.679
chip,chip,chipping 0.667
chip,chip,chips 0.695
chip,chipped,chipping 0.667
chip,chipped,chips 0.667
chip,chipping,chips 0.667
chipset,chipset,chipsets 0.250
chiral,chiral,chirality 0.250
chitin,chitin,chitinous 0.500
chittoor,chittoor,chittoors 0.500
chl,chl,chls 0.100
chloe,chloe,chloes 0.250
chlorat,chlorate,chlorates 0.500
chocol,chocolate,chocolates 0.045
choic,choice,choices 0.046
choir,choir,choirs 0.081
choji,choji,chojis 0.500
choke,choke,choked 0.667
choke,choke,chokes 0.667
choke,choke,choking 0.667
choke,choked,chokes 0.667
choke,choked,choking 0.667
choke,chokes,choking 0.667
chola,chola,cholas 0.250
choler,choleric,cholerics 0.500
chomski,chomsky,chomskys 0.125
chong,chong,chongs 0.083
choofer,choofer,choofers 0.500
choos,choose,chooses 0.508
choos,choose,choosing 0.539
choos,chooses,choosing 0.500
chop,chop,chopped 0.667
chop,chop,chopping 0.708
chop,chop,chops 0.704
chop,chopped,chopping 0.667
chop,chopped,chops 0.667
chop,chopping,chops 0.667
chopper,chopper,choppers 0.125
choral,choral,chorale 0.062
choralerna,choralerna,choralernas 0.500
chord,chord,chords 0.083
chore,chore,chored 0.500
chore,chore,chores 0.667
chore,chored,chores 0.500
choreograph,choreographed,choreographer 0.533
choreograph,choreographed,choreographers 0.500
choreograph,choreographer,choreographers 0.500
chorist,chorister,choristers 0.167
chp,chp,chps 0.500
christ,christ,christs 0.046
christadelphian,christadelphian,christadelphians 0.500
christchurch,christchurch,christchurchs 0.091
christi,christi,christie 0.800
christi,christi,christies 0.800
christi,christi,christis 0.800
christi,christi,christy 0.800
christi,christi,christys 0.800
christi,christie,christies 0.811
christi,christie,christis 0.800
christi,christie,christy 0.800
christi,christie,christys 0.800
christi,christies,christis 0.800
christi,christies,christy 0.800
christi,christies,christys 0.800
christi,christis,christy 0.800
christi,christis,christys 0.800
christi,christy,christys 0.800
christian,christian,christiane 0.803
christian,christian,christianity 0.825
christian,christian,christianitys 0.801
christian,christian,christianized 0.801
christian,christian,christians 0.817
christian,christiane,christianity 0.800
christian,christiane,christianitys 0.800
christian,christiane,christianized 0.800
christian,christiane,christians 0.800
christian,christianity,christianitys 0.800
christian,christianity,christianized 0.803
christian,christianity,christians 0.830
christian,christianitys,christianized 0.800
christian,christianitys,christians 0.800
christian,christianized,christians 0.800
christoph,christoph,christophe 0.667
christoph,christoph,christopher 0.672
christoph,christoph,christophers 0.667
christoph,christophe,christopher 0.667
christoph,christophe,christophers 0.667
christoph,christopher,christophers 0.667
chromosom,chromosomal,chromosome 0.545
chromosom,chromosomal,chromosomes 0.500
chromosom,chromosome,chromosomes 0.516
chronicl,chronicle,chronicled 0.805
chronicl,chronicle,chronicler 0.800
chronicl,chronicle,chroniclers 0.810
chronicl,chronicle,chronicles 0.811
chronicl,chronicle,chronicling 0.800
chronicl,chronicled,chronicler 0.800
chronicl,chronicled,chroniclers 0.850
chronicl,chronicled,chronicles 0.804
chronicl,chronicled,chronicling 0.800
chronicl,chronicler,chroniclers 0.800
chronicl,chronicler,chronicles 0.804
chronicl,chronicler,chronicling 0.800
chronicl,chroniclers,chronicles 0.808
chronicl,chroniclers,chronicling 0.800
chronicl,chronicles,chronicling 0.800
chronolog,chronological,chronologically 0.524
chronolog,chronological,chronology 0.506
chronolog,chronologically,chronology 0.502
chronomet,chronometer,chronometers 0.250
chrysanthemum,chrysanthemum,chrysanthemums 0.200
chughtai,chughtai,chughtais 0.333
church,church,churches 0.581
church,church,churchs 0.511
church,churches,churchs 0.509
chute,chute,chutes 0.250
cia,cia,cias 0.050
cichlid,cichlid,cichlids 0.500
cid,cid,cids 0.111
cigar,cigar,cigars 0.143
cincinnati,cincinnati,cincinnatis 0.017
cinema,cinema,cinemas 0.020
cinemark,cinemark,cinemarks 0.333
cinematograph,cinematographer,cinematographers 0.518
cinematograph,cinematographer,cinematographic 0.500
cinematograph,cinematographers,cinematographic 0.500
cinquefoil,cinquefoil,cinquefoils 0.500
cipher,cipher,ciphers 0.222
circl,circle,circled 0.667
circl,circle,circles 0.680
circl,circle,circling 0.671
circl,circled,circles 0.667
circl,circled,circling 0.667
circl,circles,circling 0.677
circuit,circuit,circuits 0.083
circul,circulate,circulated 0.815
circul,circulate,circulates 0.840
circul,circulate,circulating 0.814
circul,circulate,circulation 0.806
circul,circulate,circulations 0.800
circul,circulated,circulates 0.817
circul,circulated,circulating 0.800
circul,circulated,circulation 0.815
circul,circulated,circulations 0.817
circul,circulates,circulating 0.800
circul,circulates,circulation 0.800
circul,circulates,circulations 0.800
circul,circulating,circulation 0.810
circul,circulating,circulations 0.800
circul,circulation,circulations 0.806
circumnavig,circumnavigated,circumnavigates 0.500
circumnavig,circumnavigated,circumnavigation 0.750
circumnavig,circumnavigates,circumnavigation 0.500
circumscrib,circumscribable,circumscribed 0.667
circumscrib,circumscribable,circumscribing 0.750
circumscrib,circumscribed,circumscribing 0.667
circumscript,circumscription,circumscriptions 0.500
cistercian,cistercian,cistercians 0.250
citadel,citadel,citadels 0.053
citat,citation,citations 0.073
cite,cite,cited 0.677
cite,cite,cites 0.668
cite,cite,citing 0.678
cite,cited,cites 0.674
cite,cited,citing 0.694
cite,cites,citing 0.667
citi,citi,cities 0.667
citi,citi,city 0.668
citi,citi,citys 0.667
citi,cities,city 0.763
citi,cities,citys 0.680
citi,city,citys 0.684
citizen,citizen,citizens 0.058
citl,citl,citls 0.500
civella,civella,civellas 0.500
civet,civet,civets 0.500
civil,civil,civility 0.857
civil,civil,civilization 0.861
civil,civil,civilizations 0.858
civil,civil,civilize 0.857
civil,civil,civilized 0.857
civil,civil,civilizers 0.858
civil,civil,civillization 0.857
civil,civility,civilization 0.862
civil,civility,civilizations 0.857
civil,civility,civilize 0.857
civil,civility,civilized 0.881
civil,civility,civilizers 0.857
civil,civility,civillization 0.857
civil,civilization,civilizations 0.861
civil,civilization,civilize 0.857
civil,civilization,civilized 0.865
civil,civilization,civilizers 0.857
civil,civilization,civillization 0.857
civil,civilizations,civilize 0.857
civil,civilizations,civilized 0.857
civil,civilizations,civilizers 0.857
civil,civilizations,civillization 0.857
civil,civilize,civilized 0.857
civil,civilize,civilizers 0.857
civil,civilize,civillization 0.857
civil,civilized,civilizers 0.857
civil,civilized,civillization 0.857
civil,civilizers,civillization 0.857
civilian,civilian,civilians 0.083
civilis,civilisation,civilisations 0.708
civilis,civilisation,civilise 0.667
civilis,civilisation,civilised 0.667
civilis,civilisations,civilise 0.667
civilis,civilisations,civilised 0.667
civilis,civilise,civilised 0.667
ciwan,ciwan,ciwans 0.500
cjmx,cjmx,cjmxs 0.333
cki,ckis,cky 0.333
ckut,ckut,ckuts 0.500
clack,clack,clacks 0.333
cladist,cladistic,cladistically 0.200
cladogram,cladogram,cladograms 0.250
claim,claim,claimed 0.705
claim,claim,claiming 0.692
claim,claim,claims 0.709
claim,claimed,claiming 0.703
claim,claimed,claims 0.707
claim,claiming,claims 0.697
claimant,claimant,claimants 0.083
clair,clair,claire 0.673
clair,clair,claires 0.667
clair,clair,clairs 0.667
clair,claire,claires 0.677
clair,claire,clairs 0.667
clair,claires,clairs 0.667
clairvoy,clairvoyance,clairvoyant 0.500
clairvoy,clairvoyance,clairvoyants 0.500
clairvoy,clairvoyant,clairvoyants 0.667
clam,clam,clams 0.200
clan,clan,clans 0.083
clandestino,clandestino,clandestinos 0.500
clara,clara,claras 0.080
clarifi,clarified,clarifier 0.750
clarifi,clarified,clarifies 0.750
clarifi,clarified,clarify 0.750
clarifi,clarified,clarifying 0.792
clarifi,clarifier,clarifies 0.750
clarifi,clarifier,clarify 0.750
clarifi,clarifier,clarifying 0.750
clarifi,clarifies,clarify 0.750
clarifi,clarifies,clarifying 0.792
clarifi,clarify,clarifying 0.750
clarinet,clarinet,clarinets 0.133
clarinetist,clarinetist,clarinetists 0.167
clark,clark,clarke 0.675
clark,clark,clarkes 0.667
clark,clark,clarks 0.670
clark,clarke,clarkes 0.693
clark,clarke,clarks 0.667
clark,clarkes,clarks 0.667
clash,clash,clashed 0.667
clash,clash,clashes 0.667
clash,clash,clashing 0.667
clash,clashed,clashes 0.667
clash,clashed,clashing 0.667
clash,clashes,clashing 0.667
clasp,clasp,clasping 0.500
clasp,clasp,clasps 0.667
clasp,clasping,clasps 0.500
class,class,classe 0.667
class,class,classed 0.668
class,class,classes 0.697
class,classe,classed 0.667
class,classe,classes 0.667
class,classed,classes 0.669
classic,classic,classical 0.761
classic,classic,classically 0.750
classic,classic,classicism 0.750
classic,classic,classics 0.758
classic,classical,classically 0.756
classic,classical,classicism 0.752
classic,classical,classics 0.762
classic,classically,classicism 0.750
classic,classically,classics 0.756
classic,classicism,classics 0.750
classif,classifed,classifer 0.667
classif,classifed,classification 0.668
classif,classifed,classifications 0.667
classif,classifer,classification 0.668
classif,classifer,classifications 0.667
classif,classification,classifications 0.672
classifi,classified,classifieds 0.833
classifi,classified,classifier 0.836
classifi,classified,classifiers 0.836
classifi,classified,classifies 0.836
classifi,classified,classify 0.838
classifi,classified,classifying 0.833
classifi,classifieds,classifier 0.833
classifi,classifieds,classifiers 0.833
classifi,classifieds,classifies 0.833
classifi,classifieds,classify 0.833
classifi,classifieds,classifying 0.833
classifi,classifier,classifiers 0.917
classifi,classifier,classifies 0.833
classifi,classifier,classify 0.833
classifi,classifier,classifying 0.833
classifi,classifiers,classifies 0.833
classifi,classifiers,classify 0.833
classifi,classifiers,classifying 0.833
classifi,classifies,classify 0.833
classifi,classifies,classifying 0.833
classifi,classify,classifying 0.833
classmat,classmate,classmates 0.143
classroom,classroom,classrooms 0.149
claudia,claudia,claudias 0.077
claus,clause,clauses 0.048
clavicl,clavicle,clavicles 0.500
claw,claw,clawed 0.686
claw,claw,clawing 0.667
claw,claw,claws 0.704
claw,clawed,clawing 0.667
claw,clawed,claws 0.667
claw,clawing,claws 0.704
clay,clay,clays 0.027
claypool,claypool,claypools 0.167
clean,clean,cleaned 0.755
clean,clean,cleaning 0.755
clean,clean,cleanings 0.756
clean,clean,cleans 0.756
clean,cleaned,cleaning 0.750
clean,cleaned,cleanings 0.750
clean,cleaned,cleans 0.750
clean,cleaning,cleanings 0.769
clean,cleaning,cleans 0.750
clean,cleanings,cleans 0.750
cleaner,cleaner,cleaners 0.100
clear,clear,cleared 0.757
clear,clear,clearing 0.754
clear,clear,clearings 0.750
clear,clear,clears 0.753
clear,cleared,clearing 0.756
clear,cleared,clearings 0.750
clear,cleared,clears 0.750
clear,clearing,clearings 0.750
clear,clearing,clears 0.750
clear,clearings,clears 0.750
cleav,cleave,cleaved 0.500
cleav,cleave,cleaves 0.500
cleav,cleaved,cleaves 0.500
clement,clement,clemente 0.536
clement,clement,clements 0.519
clement,clemente,clements 0.500
cleric,cleric,clerical 0.500
cleric,cleric,clerics 0.550
cleric,clerical,clerics 0.500
clerk,clerk,clerked 0.500
clerk,clerk,clerks 0.500
clerk,clerked,clerks 0.500
cleve,cleve,clevely 0.500
cleve,cleve,cleves 0.500
cleve,clevely,cleves 0.500
click,click,clicked 0.667
click,click,clicking 0.682
click,click,clicks 0.667
click,clicked,clicking 0.667
click,clicked,clicks 0.667
click,clicking,clicks 0.667
client,client,clients 0.111
cliff,cliff,cliffs 0.061
clifford,clifford,cliffords 0.040
clifton,clifton,cliftons 0.042
climat,climate,climates 0.500
climat,climate,climatic 0.540
climat,climates,climatic 0.500
climax,climax,climaxed 0.500
climax,climax,climaxes 0.500
climax,climaxed,climaxes 0.500
climb,climb,climbed 0.683
climb,climb,climbing 0.685
climb,climb,climbs 0.676
climb,climbed,climbing 0.683
climb,climbed,climbs 0.681
climb,climbing,climbs 0.676
climber,climber,climbers 0.125
clinch,clinch,clinched 0.667
clinch,clinch,clinches 0.704
clinch,clinch,clinching 0.704
clinch,clinched,clinches 0.667
clinch,clinched,clinching 0.667
clinch,clinches,clinching 0.750
clinic,clinic,clinical 0.698
clinic,clinic,clinically 0.667
clinic,clinic,clinics 0.705
clinic,clinical,clinically 0.667
clinic,clinical,clinics 0.683
clinic,clinically,clinics 0.667
clink,clink,clinks 0.333
clinton,clinton,clintons 0.034
clip,clip,clipped 0.750
clip,clip,clipping 0.767
clip,clip,clippings 0.750
clip,clip,clips 0.758
clip,clipped,clipping 0.750
clip,clipped,clippings 0.750
clip,clipped,clips 0.750
clip,clipping,clippings 0.750
clip,clipping,clips 0.750
clip,clippings,clips 0.750
cloak,cloak,cloake 0.667
cloak,cloak,cloaked 0.667
cloak,cloak,cloaks 0.667
cloak,cloake,cloaked 0.667
cloak,cloake,cloaks 0.667
cloak,cloaked,cloaks 0.667
clock,clock,clocked 0.675
clock,clock,clocking 0.675
clock,clock,clocks 0.696
clock,clocked,clocking 0.750
clock,clocked,clocks 0.667
clock,clocking,clocks 0.667
clog,clogged,clogging 0.500
clog,clogged,clogs 0.500
clog,clogging,clogs 0.500
cloister,cloister,cloistered 0.667
cloister,cloister,cloisters 0.500
cloister,cloistered,cloisters 0.500
clonal,clonal,clonally 0.333
clone,clone,cloned 0.667
clone,clone,clones 0.714
clone,clone,cloning 0.667
clone,cloned,clones 0.667
clone,cloned,cloning 0.667
clone,clones,cloning 0.667
close,close,closed 0.815
close,close,closely 0.809
close,close,closeness 0.801
close,close,closes 0.803
close,close,closing 0.806
close,closed,closely 0.806
close,closed,closeness 0.801
close,closed,closes 0.801
close,closed,closing 0.808
close,closely,closeness 0.800
close,closely,closes 0.804
close,closely,closing 0.804
close,closeness,closes 0.800
close,closeness,closing 0.800
close,closes,closing 0.804
clot,clot,clots 0.500
clot,clot,clotting 0.500
clot,clots,clotting 0.500
cloth,cloth,clothed 0.750
cloth,cloth,clothes 0.757
cloth,cloth,clothing 0.759
cloth,cloth,cloths 0.765
cloth,clothed,clothes 0.760
cloth,clothed,clothing 0.750
cloth,clothed,cloths 0.750
cloth,clothes,clothing 0.757
cloth,clothes,cloths 0.759
cloth,clothing,cloths 0.755
cloud,cloud,clouded 0.500
cloud,cloud,clouds 0.537
cloud,clouded,clouds 0.500
clouthier,clouthier,clouthiers 0.500
clown,clown,clowns 0.018
clp,clp,clps 0.250
club,club,clubbed 0.667
club,club,clubbing 0.667
club,club,clubs 0.746
club,clubbed,clubbing 0.667
club,clubbed,clubs 0.667
club,clubbing,clubs 0.667
cluster,cluster,clustered 0.667
cluster,cluster,clustering 0.667
cluster,cluster,clusters 0.713
cluster,clustered,clustering 0.667
cluster,clustered,clusters 0.667
cluster,clustering,clusters 0.667
clutch,clutch,clutched 0.667
clutch,clutch,clutches 0.692
clutch,clutch,clutching 0.667
clutch,clutched,clutches 0.667
clutch,clutched,clutching 0.667
clutch,clutches,clutching 0.667
clyde,clyde,clydes 0.032
cnn,cnn,cnns 0.050
co,co,coed 0.501
co,co,cos 0.502
co,coed,cos 0.500
coach,coach,coached 0.689
coach,coach,coaches 0.734
coach,coach,coaching 0.710
coach,coached,coaches 0.722
coach,coached,coaching 0.707
coach,coaches,coaching 0.735
coachbuild,coachbuilder,coachbuilders 0.500
coagul,coagulant,coagulation 0.500
coagul,coagulant,coagulative 0.500
coagul,coagulation,coagulative 0.500
coast,coast,coasted 0.502
coast,coast,coasts 0.506
coast,coasted,coasts 0.500
coaster,coaster,coasters 0.200
coat,coat,coated 0.800
coat,coat,coates 0.802
coat,coat,coating 0.800
coat,coat,coatings 0.800
coat,coat,coats 0.807
coat,coated,coates 0.800
coat,coated,coating 0.812
coat,coated,coatings 0.818
coat,coated,coats 0.800
coat,coates,coating 0.800
coat,coates,coatings 0.800
coat,coates,coats 0.800
coat,coating,coatings 0.820
coat,coating,coats 0.800
coat,coatings,coats 0.800
cob,cob,cobbing 0.500
cob,cob,cobbings 0.500
cob,cobbing,cobbings 0.750
cobbl,cobble,cobbled 0.500
cobbl,cobble,cobbles 0.500
cobbl,cobbled,cobbles 0.600
cobweb,cobwebbing,cobwebs 0.500
cochran,cochran,cochrane 0.500
cochran,cochran,cochrans 0.500
cochran,cochrane,cochrans 0.500
cock,cock,cocke 0.500
cock,cock,cocks 0.500
cock,cocke,cocks 0.500
cockatoo,cockatoo,cockatoos 0.333
cockpit,cockpit,cockpits 0.091
cocktail,cocktail,cocktails 0.125
coconut,coconut,coconuts 0.200
code,code,coded 0.667
code,code,codes 0.690
code,code,coding 0.668
code,coded,codes 0.671
code,coded,coding 0.667
code,codes,coding 0.671
codemast,codemaster,codemasters 0.333
codenam,codename,codenamed 0.125
codi,codis,cody 0.500
codi,codis,codys 0.500
codi,cody,codys 0.545
coeffici,coefficient,coefficients 0.143
coelom,coelom,coelomic 0.500
coerc,coerce,coerced 0.714
coerc,coerce,coerces 0.667
coerc,coerce,coercing 0.750
coerc,coerced,coerces 0.667
coerc,coerced,coercing 0.733
coerc,coerces,coercing 0.667
coexist,coexist,coexisted 0.750
coexist,coexist,coexistence 0.750
coexist,coexist,coexisting 0.750
coexist,coexist,coexists 0.750
coexist,coexisted,coexistence 0.750
coexist,coexisted,coexisting 0.750
coexist,coexisted,coexists 0.750
